,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time,cast,straight_stress,stress_percent
257,pc/laptop,2.0999999046325684,6.0,1.0,22.0,1.0,6.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,6.0,8.0,3.0,20.0,30.0,0.0,1.0,8.0,1.0,4.0,6.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,complex,12.0,0.3333333333333333
677,mobile,,6.0,3.0,,2.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,20.0,5.0,0.0,3.0,15.0,48.0,,,,,,,1.0,3.0,1.0,1.0,2.0,3.0,1.0,5.0,study,9.0,0.2222222222222222
258,pc/laptop,2.5,6.0,1.0,23.0,2.0,5.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,22.0,8.0,21.0,2.0,12.0,30.0,9.0,2.0,0.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,15.0,study,12.0,0.25
1266,pc/laptop,2.299999952316284,6.0,1.0,22.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,4.0,40.0,56.0,0.0,0.0,0.0,0.5,8.0,6.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,study,7.0,0.14285714285714285
1555,mobile,3.0,6.0,1.0,31.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,12.0,10.0,12.0,2.0,12.0,84.0,0.0,0.0,1.0,0.5,2.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,study,8.0,0.25
1442,pc/laptop,2.0,6.0,1.0,23.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,5.0,12.0,2.0,8.0,60.0,0.0,0.0,6.0,0.0,5.0,10.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,8.0,work,12.0,0.08333333333333333
684,tablet,3.0999999046325684,6.0,1.0,23.0,2.0,6.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,45.0,8.0,0.0,5.0,28.0,48.0,7.0,2.0,0.0,0.5,4.0,7.0,3.0,3.0,1.0,,1.0,2.0,2.0,6.0,study,15.0,0.26666666666666666
266,pc/laptop,2.200000047683716,6.0,1.0,23.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,20.0,8.0,10.0,30.0,0.0,0.0,0.0,1.0,1.0,14.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,work,17.0,0.23529411764705882
1552,pc/laptop,,6.0,5.0,29.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,26.0,3.0,10.0,8.0,0.0,1.0,6.0,1.0,4.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,10.0,work,12.0,0.25
1411,pc/laptop,2.0999999046325684,6.0,1.0,24.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,12.0,33.0,14.0,15.0,20.0,60.0,0.0,0.0,0.0,3.0,12.0,9.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,10.0,study,12.0,0.16666666666666666
1262,pc/laptop,1.2000000476837158,6.0,1.0,23.0,,1.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,20.0,20.0,5.0,10.0,56.0,0.0,0.0,0.0,0.0,16.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,complex,7.0,0.14285714285714285
1216,pc/laptop,2.700000047683716,6.0,1.0,22.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,8.5,10.0,20.0,5.0,30.0,56.0,3.5,0.0,0.0,2.0,10.0,9.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,7.0,complex,15.0,0.2
1220,pc/laptop,1.7999999523162842,6.0,1.0,23.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,8.0,15.0,2.0,30.0,56.0,3.0,2.0,0.0,0.0,4.0,8.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,work,13.0,0.15384615384615385
1418,pc/laptop,2.299999952316284,6.0,1.0,22.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,0.0,4.0,40.0,60.0,0.0,3.0,0.0,1.0,3.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,study,11.0,0.2727272727272727
670,pc/laptop,,6.0,1.0,23.0,2.0,7.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,8.0,35.0,15.0,5.0,5.0,48.0,0.0,5.0,0.0,1.0,2.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,study,13.0,0.3076923076923077
1251,pc/laptop,,6.0,4.0,25.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,,4.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,8.0,4.0,8.0,10.0,10.0,56.0,0.0,10.0,0.0,0.0,0.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,study,10.0,0.3
1249,pc/laptop,,6.0,4.0,22.0,2.0,6.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,29.0,25.0,20.0,15.0,21.0,56.0,7.5,1.5,0.0,2.0,1.0,8.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,7.0,study,18.0,0.2222222222222222
219,tablet,,6.0,3.0,27.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,,,,,,1.5,14.0,0.0,1.0,0.0,7.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,6.0,complex,12.0,0.3333333333333333
1259,pc/laptop,1.2000000476837158,6.0,1.0,22.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,30.0,10.0,4.0,4.0,56.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,1.0,2.0,2.0,,,,,study,12.0,0.25
1239,tablet,,6.0,3.0,22.0,2.0,5.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,12.0,16.0,12.0,4.0,8.0,56.0,3.5,5.0,1.5,1.0,1.0,7.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,study,12.0,0.25
1238,pc/laptop,1.7999999523162842,6.0,1.0,24.0,2.0,5.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,19.0,12.0,0.0,2.0,30.0,56.0,4.0,2.0,0.0,0.0,4.0,8.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,study,15.0,0.26666666666666666
1237,pc/laptop,1.899999976158142,6.0,1.0,22.0,2.0,6.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,7.5,25.0,8.0,8.0,15.0,56.0,0.0,7.5,0.0,1.0,3.0,8.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,10.0,study,12.0,0.3333333333333333
1235,pc/laptop,2.0,6.0,1.0,22.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,14.0,36.0,0.0,3.0,4.0,56.0,0.0,8.0,0.0,0.0,0.0,8.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,7.0,study,11.0,0.36363636363636365
223,mobile,2.200000047683716,6.0,1.0,26.0,2.0,7.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,,,,,,0.0,0.0,5.0,3.0,8.0,8.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,12.0,complex,12.0,0.25
1227,pc/laptop,,6.0,3.0,21.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,30.0,30.0,35.0,20.0,20.0,56.0,4.0,6.0,0.0,0.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0,study,14.0,0.21428571428571427
236,mobile,,6.0,1.0,22.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,15.0,20.0,13.0,3.0,5.0,,2.0,2.0,0.0,2.0,4.0,14.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,study,13.0,0.23076923076923078
1225,pc/laptop,,6.0,1.0,22.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,60.0,0.0,2.0,10.0,56.0,3.0,9.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,8.0,study,14.0,0.2857142857142857
243,tablet,,6.0,1.0,23.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,6.0,6.0,6.0,18.0,0.0,0.0,0.0,4.0,12.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,study,6.0,0.16666666666666666
1182,pc/laptop,3.5,6.0,1.0,22.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,8.0,4.0,4.0,6.0,30.0,56.0,0.0,0.0,1.5,0.0,12.0,10.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,study,10.0,0.2
351,pc/laptop,1.5,6.0,1.0,25.0,2.0,6.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,13.0,4.0,36.0,4.0,14.0,39.0,0.0,0.0,8.0,0.5,3.0,7.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,work,15.0,0.13333333333333333
1551,pc/laptop,1.5,6.0,1.0,21.0,1.0,6.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,,10.0,2.0,2.0,1.0,1.0,8.0,12.0,2.0,1.5,0.5,2.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,5.0,study,12.0,0.25
688,no answer,,6.0,1.0,24.0,2.0,6.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,8.5,30.0,0.0,3.0,4.0,48.0,0.0,9.5,0.0,1.0,3.5,10.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,15.0,study,11.0,0.36363636363636365
1341,mobile,,6.0,3.0,29.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,25.0,10.0,8.0,2.0,10.0,56.0,8.0,1.0,3.0,0.0,2.0,8.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,10.0,study,9.0,0.3333333333333333
1126,mobile,,6.0,3.0,22.0,2.0,5.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,17.0,21.0,0.699999988079071,2.5,14.0,55.0,2.5,4.0,0.0,0.75,4.0,8.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,20.0,study,12.0,0.3333333333333333
1124,pc/laptop,1.5,6.0,1.0,21.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,15.0,18.0,0.0,8.0,50.0,55.0,4.0,3.0,0.0,4.0,7.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,7.0,study,11.0,0.2727272727272727
321,pc/laptop,,6.0,3.0,22.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,20.0,20.0,3.0,3.0,4.0,35.0,4.0,2.0,0.0,0.5,1.0,7.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,6.0,study,15.0,0.2
1121,pc/laptop,,6.0,1.0,23.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,12.0,4.0,8.0,4.0,15.0,55.0,0.0,0.0,0.0,1.0,10.0,7.5,1.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,study,11.0,0.2727272727272727
703,pc/laptop,,6.0,3.0,23.0,2.0,6.0,4.0,4.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,30.0,20.0,8.0,10.0,25.0,49.0,9.0,2.0,0.0,1.0,2.0,7.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,10.0,study,12.0,0.3333333333333333
1133,pc/laptop,1.100000023841858,6.0,1.0,25.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,30.0,14.0,10.0,10.0,56.0,2.0,3.0,6.0,2.0,4.0,7.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,10.0,study,7.0,0.14285714285714285
1278,pc/laptop,,6.0,3.0,20.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,30.0,7.5,3.0,7.0,56.0,0.0,3.0,2.0,2.0,9.0,9.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,study,8.0,0.375
942,mobile,1.899999976158142,6.0,1.0,21.0,2.0,6.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,40.0,0.0,10.0,2.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,study,9.0,0.2222222222222222
1100,tablet,1.5,6.0,1.0,20.0,2.0,5.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,22.0,15.0,1.0,7.0,15.0,55.0,0.0,9.0,0.0,1.0,5.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,study,12.0,0.25
637,mobile,,6.0,3.0,22.0,2.0,6.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,13.0,2.0,10.0,4.0,3.0,45.0,8.0,1.0,0.0,0.5,2.5,7.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,study,14.0,0.2857142857142857
1091,pc/laptop,,6.0,3.0,20.0,2.0,6.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,55.0,0.0,2.0,20.0,55.0,0.0,8.0,0.0,0.5,3.0,8.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,8.0,study,9.0,0.4444444444444444
342,mobile,,6.0,3.0,22.0,2.0,5.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,25.0,5.0,8.0,2.0,20.0,37.0,7.0,0.0,0.0,0.0,9.0,7.5,3.0,3.0,3.0,3.0,1.0,2.0,1.0,6.0,study,14.0,0.21428571428571427
346,pc/laptop,,6.0,4.0,19.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,16.0,14.0,6.0,14.0,20.0,38.0,2.0,2.0,0.0,3.0,2.0,7.0,2.0,2.0,2.0,,2.0,2.0,2.0,10.0,study,14.0,0.14285714285714285
1108,mobile,,6.0,3.0,22.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,30.0,3.0,0.0,2.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,15.0,study,9.0,0.2222222222222222
1409,pc/laptop,,6.0,4.0,22.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,20.0,12.0,3.0,5.0,60.0,4.0,3.0,0.0,1.0,2.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,7.0,study,16.0,0.1875
1275,pc/laptop,1.2699999809265137,6.0,1.0,21.0,2.0,6.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,35.0,8.0,10.0,20.0,56.0,0.0,3.0,0.0,1.0,7.0,9.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,study,14.0,0.2857142857142857
1139,pc/laptop,1.399999976158142,6.0,1.0,22.0,2.0,6.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,9.0,10.0,16.0,6.0,14.0,56.0,0.0,0.0,6.5,1.0,4.0,8.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,10.0,study,16.0,0.25
1172,pc/laptop,1.850000023841858,6.0,1.0,21.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,8.0,14.0,0.0,9.0,28.0,56.0,0.0,2.0,0.0,1.0,8.0,9.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,10.0,study,12.0,0.16666666666666666
1166,tablet,,6.0,3.0,22.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,18.5,15.0,0.0,5.0,20.0,56.0,3.5,0.0,0.0,1.0,6.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,study,11.0,0.2727272727272727
1165,pc/laptop,1.600000023841858,6.0,1.0,22.0,2.0,5.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,8.0,25.0,0.0,5.0,25.0,56.0,3.0,4.0,0.0,1.0,6.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,10.0,study,11.0,0.36363636363636365
1164,pc/laptop,2.200000047683716,6.0,1.0,22.0,2.0,5.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,15.0,6.0,10.0,2.0,5.0,56.0,1.5,2.0,0.0,2.0,1.5,8.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,10.0,study,13.0,0.15384615384615385
285,mobile,,6.0,3.0,22.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,16.0,16.0,6.0,5.0,4.0,35.0,6.0,0.0,0.0,1.5,3.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,study,13.0,0.23076923076923078
1161,mobile,2.9000000953674316,6.0,1.0,24.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,16.0,15.0,8.0,1.0,10.0,56.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,study,10.0,0.3
1160,pc/laptop,1.600000023841858,6.0,1.0,21.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,40.0,10.0,0.0,7.0,14.0,56.0,8.0,1.0,0.0,1.0,1.0,9.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,10.0,study,11.0,0.2727272727272727
649,pc/laptop,3.0,6.0,1.0,22.0,2.0,7.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,17.0,15.0,8.0,4.0,8.0,46.0,4.0,2.0,2.5,0.0,2.0,7.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,10.0,study,18.0,0.16666666666666666
1156,pc/laptop,1.7999999523162842,6.0,1.0,21.0,2.0,6.0,4.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,8.0,12.0,6.0,5.0,20.0,56.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,15.0,study,10.0,0.2
1501,pc/laptop,2.9600000381469727,6.0,1.0,23.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,13.5,17.0,1.5,3.0,8.0,7.0,1.5,5.0,1.5,0.5,0.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,90.0,study,14.0,0.21428571428571427
694,pc/laptop,,6.0,3.0,22.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,25.0,15.0,0.0,2.0,7.0,49.0,,,,,,,1.0,1.0,1.0,3.0,2.0,,1.0,2.0,study,13.0,0.15384615384615385
299,pc/laptop,2.5,6.0,1.0,22.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,25.0,25.0,10.0,10.0,25.0,35.0,0.0,0.0,0.0,1.0,8.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,study,11.0,0.18181818181818182
1447,mobile,,6.0,3.0,21.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,25.0,0.0,5.0,10.0,60.0,0.0,6.0,0.0,0.5,10.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,study,7.0,0.2857142857142857
301,pc/laptop,2.9000000953674316,6.0,1.0,21.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,45.0,10.0,0.0,15.0,35.0,35.0,5.0,1.0,0.0,3.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,7.0,study,9.0,0.4444444444444444
303,pc/laptop,2.0,6.0,1.0,21.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,9.0,2.0,,3.0,10.0,35.0,0.0,4.0,0.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,complex,10.0,0.2
273,pc/laptop,,6.0,3.0,31.0,2.0,7.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,25.0,50.0,0.0,2.0,0.0,30.0,0.0,8.0,0.0,0.0,0.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,study,10.0,0.3
941,pc/laptop,1.100000023841858,6.0,1.0,22.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,20.0,15.0,0.0,4.0,20.0,50.0,2.0,2.0,0.0,2.0,3.5,7.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,study,12.0,0.25
666,pc/laptop,,6.0,4.0,24.0,1.0,6.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,14.0,30.0,16.0,5.0,21.0,48.0,1.0,7.0,0.0,0.0,2.0,7.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,17.0,study,14.0,0.2857142857142857
1363,mobile,,6.0,3.0,22.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,16.0,16.0,6.0,6.0,66.0,58.0,4.0,2.0,0.0,1.0,9.0,10.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,15.0,study,8.0,0.375
564,mobile,1.2999999523162842,6.0,1.0,22.0,2.0,7.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,12.0,6.0,10.0,5.0,10.0,42.0,2.0,4.0,3.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,7.0,study,22.0,0.18181818181818182
811,pc/laptop,,6.0,3.0,23.0,2.0,6.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,14.0,24.0,1.0,10.0,15.0,49.0,0.0,9.0,0.0,1.0,3.0,7.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,study,10.0,0.3
808,pc/laptop,1.2999999523162842,6.0,1.0,23.0,1.0,5.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,12.0,10.0,0.0,4.0,12.0,49.0,0.0,2.0,0.0,1.0,3.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,study,10.0,0.3
807,mobile,2.299999952316284,6.0,1.0,23.0,2.0,6.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,10.0,5.0,3.0,3.0,10.0,49.0,2.0,0.5,2.0,0.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,15.0,study,12.0,0.3333333333333333
569,pc/laptop,3.5999999046325684,6.0,1.0,23.0,2.0,7.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,3.0,4.0,15.0,2.0,25.0,1.0,2.0,43.0,0.0,1.0,5.0,1.0,5.0,8.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,work,17.0,0.23529411764705882
